year,month,day,temperature oslo,temperature bergen,temperature trondheim,temperature tromso,10 days ago,9 days ago,8 days ago,7 days ago,6 days ago,5 days ago,4 days ago,3 days ago,2 days ago,1 day ago,today,tomorrow
11,07,26,17.7,12.9,13.8,14.5,329.85,270.95,306.09,329.93,335.67,331.68,305.23,207.93,151.45,265.99,289.04,277.13
11,07,27,18.7,13.8,14.7,12.0,270.95,306.09,329.93,335.67,331.68,305.23,207.93,151.45,265.99,289.04,277.13,253.99
11,07,28,20.5,14.1,14.9,11.7,306.09,329.93,335.67,331.68,305.23,207.93,151.45,265.99,289.04,277.13,253.99,275.35
11,07,29,21.5,13.2,12.5,11.8,329.93,335.67,331.68,305.23,207.93,151.45,265.99,289.04,277.13,253.99,275.35,273.62
11,07,30,22.0,13.1,14.2,10.7,335.67,331.68,305.23,207.93,151.45,265.99,289.04,277.13,253.99,275.35,273.62,273.25
11,07,31,21.3,13.5,15.7,14.0,331.68,305.23,207.93,151.45,265.99,289.04,277.13,253.99,275.35,273.62,273.25,317.39
11,08,01,21.2,14.4,14.8,16.1,305.23,207.93,151.45,265.99,289.04,277.13,253.99,275.35,273.62,273.25,317.39,316.74
11,08,02,21.1,15.0,16.4,13.4,207.93,151.45,265.99,289.04,277.13,253.99,275.35,273.62,273.25,317.39,316.74,306.89
11,08,03,21.1,18.9,19.1,11.1,151.45,265.99,289.04,277.13,253.99,275.35,273.62,273.25,317.39,316.74,306.89,304.01
11,08,04,20.5,18.8,18.6,9.4,265.99,289.04,277.13,253.99,275.35,273.62,273.25,317.39,316.74,306.89,304.01,300.65
11,08,05,17.1,15.9,18.5,9.5,289.04,277.13,253.99,275.35,273.62,273.25,317.39,316.74,306.89,304.01,300.65,283.42
11,08,06,18.6,13.9,15.7,8.5,277.13,253.99,275.35,273.62,273.25,317.39,316.74,306.89,304.01,300.65,283.42,223.4
11,08,07,13.9,12.6,16.1,8.4,253.99,275.35,273.62,273.25,317.39,316.74,306.89,304.01,300.65,283.42,223.4,300.79
11,08,08,15.3,13.7,13.8,10.6,275.35,273.62,273.25,317.39,316.74,306.89,304.01,300.65,283.42,223.4,300.79,284.03
11,08,09,15.5,12.1,11.4,10.2,273.62,273.25,317.39,316.74,306.89,304.01,300.65,283.42,223.4,300.79,284.03,264.46
11,08,10,11.0,11.1,10.1,7.8,273.25,317.39,316.74,306.89,304.01,300.65,283.42,223.4,300.79,284.03,264.46,268.27
11,08,11,12.9,13.0,10.4,7.8,317.39,316.74,306.89,304.01,300.65,283.42,223.4,300.79,284.03,264.46,268.27,285.98
11,08,12,14.7,13.1,10.8,8.9,316.74,306.89,304.01,300.65,283.42,223.4,300.79,284.03,264.46,268.27,285.98,270.2
11,08,13,14.8,15.9,14.4,10.0,306.89,304.01,300.65,283.42,223.4,300.79,284.03,264.46,268.27,285.98,270.2,272.46
11,08,14,15.3,16.8,18.7,13.0,304.01,300.65,283.42,223.4,300.79,284.03,264.46,268.27,285.98,270.2,272.46,317.82
11,08,15,17.0,13.6,16.5,15.1,300.65,283.42,223.4,300.79,284.03,264.46,268.27,285.98,270.2,272.46,317.82,338.85
11,08,16,16.4,12.6,11.6,17.1,283.42,223.4,300.79,284.03,264.46,268.27,285.98,270.2,272.46,317.82,338.85,335.21
11,08,17,16.1,14.0,11.0,17.4,223.4,300.79,284.03,264.46,268.27,285.98,270.2,272.46,317.82,338.85,335.21,343.81
11,08,18,16.6,12.9,11.3,15.8,300.79,284.03,264.46,268.27,285.98,270.2,272.46,317.82,338.85,335.21,343.81,340.16
11,08,19,13.9,12.6,12.3,14.3,284.03,264.46,268.27,285.98,270.2,272.46,317.82,338.85,335.21,343.81,340.16,315.02
11,08,20,16.1,13.0,12.3,14.2,264.46,268.27,285.98,270.2,272.46,317.82,338.85,335.21,343.81,340.16,315.02,325.89
11,08,21,13.7,12.9,13.9,14.9,268.27,285.98,270.2,272.46,317.82,338.85,335.21,343.81,340.16,315.02,325.89,358.52
11,08,22,16.9,13.1,13.6,14.1,285.98,270.2,272.46,317.82,338.85,335.21,343.81,340.16,315.02,325.89,358.52,348.81
11,08,23,16.4,14.3,12.9,12.9,270.2,272.46,317.82,338.85,335.21,343.81,340.16,315.02,325.89,358.52,348.81,338.78
11,08,24,15.2,13.3,16.1,11.9,272.46,317.82,338.85,335.21,343.81,340.16,315.02,325.89,358.52,348.81,338.78,341.35
11,08,25,16.7,14.9,18.0,11.6,317.82,338.85,335.21,343.81,340.16,315.02,325.89,358.52,348.81,338.78,341.35,336.25
11,08,26,18.0,15.4,17.8,12.1,338.85,335.21,343.81,340.16,315.02,325.89,358.52,348.81,338.78,341.35,336.25,332.94
11,08,27,18.4,16.1,18.1,13.3,335.21,343.81,340.16,315.02,325.89,358.52,348.81,338.78,341.35,336.25,332.94,307.62
11,08,28,14.1,13.8,14.6,11.7,343.81,340.16,315.02,325.89,358.52,348.81,338.78,341.35,336.25,332.94,307.62,333.55
11,08,29,12.5,13.1,14.3,11.6,340.16,315.02,325.89,358.52,348.81,338.78,341.35,336.25,332.94,307.62,333.55,344.12
11,08,30,13.9,11.5,12.7,11.1,315.02,325.89,358.52,348.81,338.78,341.35,336.25,332.94,307.62,333.55,344.12,353.41
11,08,31,13.5,12.9,12.1,11.0,325.89,358.52,348.81,338.78,341.35,336.25,332.94,307.62,333.55,344.12,353.41,352.96
11,09,01,13.5,12.7,12.4,10.3,358.52,348.81,338.78,341.35,336.25,332.94,307.62,333.55,344.12,353.41,352.96,349.19
11,09,02,14.6,11.9,13.1,9.7,348.81,338.78,341.35,336.25,332.94,307.62,333.55,344.12,353.41,352.96,349.19,338.07
11,09,03,13.3,13.0,14.5,11.9,338.78,341.35,336.25,332.94,307.62,333.55,344.12,353.41,352.96,349.19,338.07,322.71
11,09,04,15.9,14.8,16.8,12.4,341.35,336.25,332.94,307.62,333.55,344.12,353.41,352.96,349.19,338.07,322.71,338.66
11,09,05,16.4,14.5,15.5,13.1,336.25,332.94,307.62,333.55,344.12,353.41,352.96,349.19,338.07,322.71,338.66,307.53
11,09,06,13.4,12.2,14.7,11.9,332.94,307.62,333.55,344.12,353.41,352.96,349.19,338.07,322.71,338.66,307.53,272.93
11,09,07,12.0,11.1,14.1,13.5,307.62,333.55,344.12,353.41,352.96,349.19,338.07,322.71,338.66,307.53,272.93,280.83
11,09,08,11.5,10.8,11.2,13.4,333.55,344.12,353.41,352.96,349.19,338.07,322.71,338.66,307.53,272.93,280.83,280.47
11,09,09,12.2,10.5,10.7,11.7,344.12,353.41,352.96,349.19,338.07,322.71,338.66,307.53,272.93,280.83,280.47,241.9
11,09,10,13.2,12.0,9.5,10.5,353.41,352.96,349.19,338.07,322.71,338.66,307.53,272.93,280.83,280.47,241.9,181.43
11,09,11,15.3,14.7,14.1,10.8,352.96,349.19,338.07,322.71,338.66,307.53,272.93,280.83,280.47,241.9,181.43,220.29
11,09,12,14.0,12.4,14.3,9.8,349.19,338.07,322.71,338.66,307.53,272.93,280.83,280.47,241.9,181.43,220.29,175.39
11,09,13,14.1,12.5,12.3,12.0,338.07,322.71,338.66,307.53,272.93,280.83,280.47,241.9,181.43,220.29,175.39,166.38
11,09,14,14.5,11.7,10.6,10.4,322.71,338.66,307.53,272.93,280.83,280.47,241.9,181.43,220.29,175.39,166.38,103.32
11,09,15,11.5,9.8,8.5,9.3,338.66,307.53,272.93,280.83,280.47,241.9,181.43,220.29,175.39,166.38,103.32,138.67
11,09,16,9.9,8.7,8.4,7.9,307.53,272.93,280.83,280.47,241.9,181.43,220.29,175.39,166.38,103.32,138.67,62.7
11,09,17,10.3,9.0,8.1,7.8,272.93,280.83,280.47,241.9,181.43,220.29,175.39,166.38,103.32,138.67,62.7,108.07
11,09,18,10.0,10.2,11.2,8.5,280.83,280.47,241.9,181.43,220.29,175.39,166.38,103.32,138.67,62.7,108.07,199.71
11,09,19,12.1,10.2,10.4,8.3,280.47,241.9,181.43,220.29,175.39,166.38,103.32,138.67,62.7,108.07,199.71,200.02
11,09,20,12.2,12.0,11.3,10.4,241.9,181.43,220.29,175.39,166.38,103.32,138.67,62.7,108.07,199.71,200.02,232.02
11,09,21,12.6,10.9,9.5,9.4,181.43,220.29,175.39,166.38,103.32,138.67,62.7,108.07,199.71,200.02,232.02,191.19
11,09,22,10.4,10.1,10.1,8.2,220.29,175.39,166.38,103.32,138.67,62.7,108.07,199.71,200.02,232.02,191.19,212.86
11,09,23,9.5,10.4,8.5,6.6,175.39,166.38,103.32,138.67,62.7,108.07,199.71,200.02,232.02,191.19,212.86,200.54
11,09,24,9.3,12.2,10.0,6.1,166.38,103.32,138.67,62.7,108.07,199.71,200.02,232.02,191.19,212.86,200.54,202.08
11,09,25,12.8,12.9,10.3,8.1,103.32,138.67,62.7,108.07,199.71,200.02,232.02,191.19,212.86,200.54,202.08,245.33
11,09,26,12.4,11.7,10.7,10.5,138.67,62.7,108.07,199.71,200.02,232.02,191.19,212.86,200.54,202.08,245.33,238.52
11,09,27,10.7,11.0,9.0,9.6,62.7,108.07,199.71,200.02,232.02,191.19,212.86,200.54,202.08,245.33,238.52,219.42
11,09,28,12.1,13.6,11.4,9.7,108.07,199.71,200.02,232.02,191.19,212.86,200.54,202.08,245.33,238.52,219.42,168.5
11,09,29,15.1,16.5,16.1,9.7,199.71,200.02,232.02,191.19,212.86,200.54,202.08,245.33,238.52,219.42,168.5,139.9
11,09,30,15.0,16.1,14.1,8.0,200.02,232.02,191.19,212.86,200.54,202.08,245.33,238.52,219.42,168.5,139.9,49.5
11,10,01,12.8,17.1,14.2,7.7,232.02,191.19,212.86,200.54,202.08,245.33,238.52,219.42,168.5,139.9,49.5,45.58
11,10,02,13.1,11.6,10.4,8.5,191.19,212.86,200.54,202.08,245.33,238.52,219.42,168.5,139.9,49.5,45.58,110.58
11,10,03,11.7,11.5,8.8,7.9,212.86,200.54,202.08,245.33,238.52,219.42,168.5,139.9,49.5,45.58,110.58,77.05
11,10,04,11.5,10.4,9.5,7.1,200.54,202.08,245.33,238.52,219.42,168.5,139.9,49.5,45.58,110.58,77.05,65.13
11,10,05,10.7,10.9,8.5,6.6,202.08,245.33,238.52,219.42,168.5,139.9,49.5,45.58,110.58,77.05,65.13,63.37
11,10,06,11.6,8.7,7.5,6.8,245.33,238.52,219.42,168.5,139.9,49.5,45.58,110.58,77.05,65.13,63.37,76.26
11,10,07,10.1,8.4,6.4,6.5,238.52,219.42,168.5,139.9,49.5,45.58,110.58,77.05,65.13,63.37,76.26,68.51
11,10,08,8.0,6.1,4.4,2.7,219.42,168.5,139.9,49.5,45.58,110.58,77.05,65.13,63.37,76.26,68.51,87.09
11,10,09,4.5,8.5,4.1,2.8,168.5,139.9,49.5,45.58,110.58,77.05,65.13,63.37,76.26,68.51,87.09,136.86
11,10,10,5.9,8.9,6.0,5.5,139.9,49.5,45.58,110.58,77.05,65.13,63.37,76.26,68.51,87.09,136.86,175.62
11,10,11,6.6,7.7,3.7,4.3,49.5,45.58,110.58,77.05,65.13,63.37,76.26,68.51,87.09,136.86,175.62,221.49
11,10,12,6.9,7.3,5.6,4.8,45.58,110.58,77.05,65.13,63.37,76.26,68.51,87.09,136.86,175.62,221.49,273.77
11,10,13,4.9,5.2,3.7,2.6,110.58,77.05,65.13,63.37,76.26,68.51,87.09,136.86,175.62,221.49,273.77,286.74
11,10,14,2.9,8.9,2.6,5.1,77.05,65.13,63.37,76.26,68.51,87.09,136.86,175.62,221.49,273.77,286.74,267.62
11,10,15,5.2,10.2,5.2,9.7,65.13,63.37,76.26,68.51,87.09,136.86,175.62,221.49,273.77,286.74,267.62,271.54
11,10,16,6.6,9.9,7.4,8.9,63.37,76.26,68.51,87.09,136.86,175.62,221.49,273.77,286.74,267.62,271.54,297.74
11,10,17,8.5,10.1,8.1,7.5,76.26,68.51,87.09,136.86,175.62,221.49,273.77,286.74,267.62,271.54,297.74,263.46
11,10,18,7.8,6.8,9.6,6.5,68.51,87.09,136.86,175.62,221.49,273.77,286.74,267.62,271.54,297.74,263.46,281.05
11,10,19,4.4,4.8,4.5,5.9,87.09,136.86,175.62,221.49,273.77,286.74,267.62,271.54,297.74,263.46,281.05,305.89
11,10,20,3.8,4.3,3.2,6.0,136.86,175.62,221.49,273.77,286.74,267.62,271.54,297.74,263.46,281.05,305.89,316.59
11,10,21,2.6,7.2,4.2,4.7,175.62,221.49,273.77,286.74,267.62,271.54,297.74,263.46,281.05,305.89,316.59,288.29
11,10,22,9.9,9.8,8.7,1.3,221.49,273.77,286.74,267.62,271.54,297.74,263.46,281.05,305.89,316.59,288.29,278.53
11,10,23,8.2,10.7,10.6,4.6,273.77,286.74,267.62,271.54,297.74,263.46,281.05,305.89,316.59,288.29,278.53,294.97
11,10,24,6.6,12.8,8.7,8.4,286.74,267.62,271.54,297.74,263.46,281.05,305.89,316.59,288.29,278.53,294.97,298.82
11,10,25,4.7,12.3,9.2,9.6,267.62,271.54,297.74,263.46,281.05,305.89,316.59,288.29,278.53,294.97,298.82,307.63
11,10,26,6.9,10.4,7.3,4.3,271.54,297.74,263.46,281.05,305.89,316.59,288.29,278.53,294.97,298.82,307.63,302.85
11,10,27,9.1,10.5,9.6,5.2,297.74,263.46,281.05,305.89,316.59,288.29,278.53,294.97,298.82,307.63,302.85,304.36
11,10,28,7.9,8.8,9.0,5.2,263.46,281.05,305.89,316.59,288.29,278.53,294.97,298.82,307.63,302.85,304.36,293.02
11,10,29,4.7,9.9,6.8,6.3,281.05,305.89,316.59,288.29,278.53,294.97,298.82,307.63,302.85,304.36,293.02,274.17
11,10,30,9.9,10.2,8.1,7.9,305.89,316.59,288.29,278.53,294.97,298.82,307.63,302.85,304.36,293.02,274.17,315.63
11,10,31,8.5,11.9,6.6,4.0,316.59,288.29,278.53,294.97,298.82,307.63,302.85,304.36,293.02,274.17,315.63,310.14
11,11,01,10.8,11.5,11.1,5.9,288.29,278.53,294.97,298.82,307.63,302.85,304.36,293.02,274.17,315.63,310.14,316.87
11,11,02,10.6,9.0,6.2,6.6,278.53,294.97,298.82,307.63,302.85,304.36,293.02,274.17,315.63,310.14,316.87,310.14
11,11,03,9.1,12.7,5.7,3.0,294.97,298.82,307.63,302.85,304.36,293.02,274.17,315.63,310.14,316.87,310.14,303.74
11,11,04,7.5,13.6,9.7,3.5,298.82,307.63,302.85,304.36,293.02,274.17,315.63,310.14,316.87,310.14,303.74,309.52
11,11,05,8.5,10.9,10.8,7.2,307.63,302.85,304.36,293.02,274.17,315.63,310.14,316.87,310.14,303.74,309.52,309.49
11,11,06,7.5,8.3,8.5,8.3,302.85,304.36,293.02,274.17,315.63,310.14,316.87,310.14,303.74,309.52,309.49,332.24
11,11,07,4.7,6.2,8.6,6.6,304.36,293.02,274.17,315.63,310.14,316.87,310.14,303.74,309.52,309.49,332.24,339.08
11,11,08,4.6,4.0,7.2,5.0,293.02,274.17,315.63,310.14,316.87,310.14,303.74,309.52,309.49,332.24,339.08,342.6
11,11,09,5.3,6.5,4.9,6.7,274.17,315.63,310.14,316.87,310.14,303.74,309.52,309.49,332.24,339.08,342.6,344.66
11,11,10,5.4,8.5,3.4,8.2,315.63,310.14,316.87,310.14,303.74,309.52,309.49,332.24,339.08,342.6,344.66,335.36
11,11,11,4.8,5.1,0.5,8.6,310.14,316.87,310.14,303.74,309.52,309.49,332.24,339.08,342.6,344.66,335.36,325.44
11,11,12,2.8,5.3,2.5,7.2,316.87,310.14,303.74,309.52,309.49,332.24,339.08,342.6,344.66,335.36,325.44,329.39
11,11,13,2.5,6.9,5.2,6.2,310.14,303.74,309.52,309.49,332.24,339.08,342.6,344.66,335.36,325.44,329.39,346.68
11,11,14,0.2,5.1,6.9,-0.1,303.74,309.52,309.49,332.24,339.08,342.6,344.66,335.36,325.44,329.39,346.68,356.83
11,11,15,-0.6,1.7,4.1,1.6,309.52,309.49,332.24,339.08,342.6,344.66,335.36,325.44,329.39,346.68,356.83,350.72
11,11,16,-2.0,2.4,0.7,5.9,309.49,332.24,339.08,342.6,344.66,335.36,325.44,329.39,346.68,356.83,350.72,360.57
11,11,17,-2.6,4.3,1.5,2.4,332.24,339.08,342.6,344.66,335.36,325.44,329.39,346.68,356.83,350.72,360.57,350.87
11,11,18,0.2,8.9,1.3,1.3,339.08,342.6,344.66,335.36,325.44,329.39,346.68,356.83,350.72,360.57,350.87,329.06
11,11,19,5.3,9.6,5.4,-2.7,342.6,344.66,335.36,325.44,329.39,346.68,356.83,350.72,360.57,350.87,329.06,327.94
11,11,20,5.0,8.6,5.2,-4.5,344.66,335.36,325.44,329.39,346.68,356.83,350.72,360.57,350.87,329.06,327.94,335.27
11,11,21,2.3,8.4,5.3,1.2,335.36,325.44,329.39,346.68,356.83,350.72,360.57,350.87,329.06,327.94,335.27,335.77
11,11,22,1.2,7.0,3.5,7.3,325.44,329.39,346.68,356.83,350.72,360.57,350.87,329.06,327.94,335.27,335.77,323.03
11,11,23,4.6,8.0,6.2,6.5,329.39,346.68,356.83,350.72,360.57,350.87,329.06,327.94,335.27,335.77,323.03,309.42
11,11,24,5.3,7.8,4.5,4.6,346.68,356.83,350.72,360.57,350.87,329.06,327.94,335.27,335.77,323.03,309.42,293.69
11,11,25,6.9,7.0,5.5,3.8,356.83,350.72,360.57,350.87,329.06,327.94,335.27,335.77,323.03,309.42,293.69,272.9
11,11,26,4.4,7.5,2.7,1.7,350.72,360.57,350.87,329.06,327.94,335.27,335.77,323.03,309.42,293.69,272.9,249.94
11,11,27,7.2,7.4,0.6,0.6,360.57,350.87,329.06,327.94,335.27,335.77,323.03,309.42,293.69,272.9,249.94,293.47
11,11,28,3.2,6.2,2.1,-0.9,350.87,329.06,327.94,335.27,335.77,323.03,309.42,293.69,272.9,249.94,293.47,289.7
11,11,29,7.7,8.5,7.7,1.5,329.06,327.94,335.27,335.77,323.03,309.42,293.69,272.9,249.94,293.47,289.7,277.99
11,11,30,6.2,6.5,4.1,5.3,327.94,335.27,335.77,323.03,309.42,293.69,272.9,249.94,293.47,289.7,277.99,277.72
11,12,01,6.4,5.7,6.4,4.5,335.27,335.77,323.03,309.42,293.69,272.9,249.94,293.47,289.7,277.99,277.72,298.95
11,12,02,0.6,1.7,0.4,3.0,335.77,323.03,309.42,293.69,272.9,249.94,293.47,289.7,277.99,277.72,298.95,272.38
11,12,03,3.2,5.4,3.5,0.8,323.03,309.42,293.69,272.9,249.94,293.47,289.7,277.99,277.72,298.95,272.38,240.97
11,12,04,1.9,3.3,1.8,1.7,309.42,293.69,272.9,249.94,293.47,289.7,277.99,277.72,298.95,272.38,240.97,291.69
11,12,05,1.8,1.4,1.6,-0.5,293.69,272.9,249.94,293.47,289.7,277.99,277.72,298.95,272.38,240.97,291.69,296.33
11,12,06,0.0,-0.2,-1.1,0.8,272.9,249.94,293.47,289.7,277.99,277.72,298.95,272.38,240.97,291.69,296.33,305.99
11,12,07,-2.2,-3.4,-0.8,-0.4,249.94,293.47,289.7,277.99,277.72,298.95,272.38,240.97,291.69,296.33,305.99,302.13
11,12,08,-3.9,0.9,-2.8,-5.4,293.47,289.7,277.99,277.72,298.95,272.38,240.97,291.69,296.33,305.99,302.13,273.83
11,12,09,1.5,3.2,0.2,-7.2,289.7,277.99,277.72,298.95,272.38,240.97,291.69,296.33,305.99,302.13,273.83,264.49
11,12,10,-2.0,2.2,-2.9,-1.7,277.99,277.72,298.95,272.38,240.97,291.69,296.33,305.99,302.13,273.83,264.49,275.17
11,12,11,-3.3,2.8,-1.1,-0.4,277.72,298.95,272.38,240.97,291.69,296.33,305.99,302.13,273.83,264.49,275.17,286.42
11,12,12,3.0,4.0,0.2,-2.7,298.95,272.38,240.97,291.69,296.33,305.99,302.13,273.83,264.49,275.17,286.42,274.85
11,12,13,2.7,4.7,3.1,-3.9,272.38,240.97,291.69,296.33,305.99,302.13,273.83,264.49,275.17,286.42,274.85,269.28
11,12,14,4.2,5.7,5.1,1.7,240.97,291.69,296.33,305.99,302.13,273.83,264.49,275.17,286.42,274.85,269.28,275.74
11,12,15,3.1,4.2,4.5,3.2,291.69,296.33,305.99,302.13,273.83,264.49,275.17,286.42,274.85,269.28,275.74,293.61
11,12,16,1.2,0.6,-2.5,1.0,296.33,305.99,302.13,273.83,264.49,275.17,286.42,274.85,269.28,275.74,293.61,255.8
11,12,17,-0.3,0.0,-4.6,-2.2,305.99,302.13,273.83,264.49,275.17,286.42,274.85,269.28,275.74,293.61,255.8,252.22
11,12,18,-2.3,-0.2,-5.0,-6.1,302.13,273.83,264.49,275.17,286.42,274.85,269.28,275.74,293.61,255.8,252.22,284.04
11,12,19,-0.5,2.0,-1.2,-1.0,273.83,264.49,275.17,286.42,274.85,269.28,275.74,293.61,255.8,252.22,284.04,288.61
11,12,20,-2.6,-0.5,-1.0,0.7,264.49,275.17,286.42,274.85,269.28,275.74,293.61,255.8,252.22,284.04,288.61,288.59
11,12,21,-5.3,-0.9,-4.5,1.1,275.17,286.42,274.85,269.28,275.74,293.61,255.8,252.22,284.04,288.61,288.59,279.72
11,12,22,-2.6,4.4,-0.1,0.0,286.42,274.85,269.28,275.74,293.61,255.8,252.22,284.04,288.61,288.59,279.72,252.26
11,12,23,1.9,6.6,3.7,3.3,274.85,269.28,275.74,293.61,255.8,252.22,284.04,288.61,288.59,279.72,252.26,215.35
11,12,24,-1.2,3.7,1.7,2.2,269.28,275.74,293.61,255.8,252.22,284.04,288.61,288.59,279.72,252.26,215.35,169.54
11,12,25,5.0,7.7,4.0,3.3,275.74,293.61,255.8,252.22,284.04,288.61,288.59,279.72,252.26,215.35,169.54,163.19
11,12,26,6.8,8.0,3.8,2.1,293.61,255.8,252.22,284.04,288.61,288.59,279.72,252.26,215.35,169.54,163.19,220.7
11,12,27,5.5,4.6,1.2,-0.3,255.8,252.22,284.04,288.61,288.59,279.72,252.26,215.35,169.54,163.19,220.7,236.98
11,12,28,3.7,5.4,2.5,-0.1,252.22,284.04,288.61,288.59,279.72,252.26,215.35,169.54,163.19,220.7,236.98,204.31
11,12,29,3.1,4.3,1.1,-0.9,284.04,288.61,288.59,279.72,252.26,215.35,169.54,163.19,220.7,236.98,204.31,237.64
11,12,30,-0.8,1.0,0.1,-4.3,288.61,288.59,279.72,252.26,215.35,169.54,163.19,220.7,236.98,204.31,237.64,256.26
11,12,31,-3.9,2.1,-4.0,-7.5,288.59,279.72,252.26,215.35,169.54,163.19,220.7,236.98,204.31,237.64,256.26,224.83
12,01,01,0.7,5.8,0.9,-0.5,279.72,252.26,215.35,169.54,163.19,220.7,236.98,204.31,237.64,256.26,224.83,259.57
12,01,02,1.5,3.8,-1.0,0.8,252.26,215.35,169.54,163.19,220.7,236.98,204.31,237.64,256.26,224.83,259.57,239.05
12,01,03,1.5,3.9,-0.3,-0.2,215.35,169.54,163.19,220.7,236.98,204.31,237.64,256.26,224.83,259.57,239.05,233.6
12,01,04,1.8,3.1,0.4,-0.3,169.54,163.19,220.7,236.98,204.31,237.64,256.26,224.83,259.57,239.05,233.6,248.32
12,01,05,-2.0,1.1,-2.9,-6.6,163.19,220.7,236.98,204.31,237.64,256.26,224.83,259.57,239.05,233.6,248.32,249.84
12,01,06,-1.3,0.8,-1.3,-9.5,220.7,236.98,204.31,237.64,256.26,224.83,259.57,239.05,233.6,248.32,249.84,246.63
12,01,07,-1.5,3.9,-5.4,-6.3,236.98,204.31,237.64,256.26,224.83,259.57,239.05,233.6,248.32,249.84,246.63,251.54
12,01,08,-3.6,1.7,-7.1,-2.9,204.31,237.64,256.26,224.83,259.57,239.05,233.6,248.32,249.84,246.63,251.54,346.3
12,01,09,-5.6,2.5,-2.0,-6.1,237.64,256.26,224.83,259.57,239.05,233.6,248.32,249.84,246.63,251.54,346.3,312.52
12,01,10,-3.7,5.6,2.2,-3.7,256.26,224.83,259.57,239.05,233.6,248.32,249.84,246.63,251.54,346.3,312.52,275.21
12,01,11,-0.2,4.8,0.7,-0.9,224.83,259.57,239.05,233.6,248.32,249.84,246.63,251.54,346.3,312.52,275.21,259.75
12,01,12,2.1,3.0,0.7,-5.2,259.57,239.05,233.6,248.32,249.84,246.63,251.54,346.3,312.52,275.21,259.75,248.42
12,01,13,2.9,3.0,1.7,-6.0,239.05,233.6,248.32,249.84,246.63,251.54,346.3,312.52,275.21,259.75,248.42,254.2
12,01,14,1.3,1.4,1.4,-2.9,233.6,248.32,249.84,246.63,251.54,346.3,312.52,275.21,259.75,248.42,254.2,268.47
12,01,15,-1.6,2.6,3.8,2.2,248.32,249.84,246.63,251.54,346.3,312.52,275.21,259.75,248.42,254.2,268.47,317.92
12,01,16,-3.2,3.1,3.5,1.3,249.84,246.63,251.54,346.3,312.52,275.21,259.75,248.42,254.2,268.47,317.92,351.32
12,01,17,-3.4,3.7,-0.5,2.2,246.63,251.54,346.3,312.52,275.21,259.75,248.42,254.2,268.47,317.92,351.32,291.74
12,01,18,-4.4,4.1,0.5,1.7,251.54,346.3,312.52,275.21,259.75,248.42,254.2,268.47,317.92,351.32,291.74,280.49
12,01,19,-4.1,1.2,-1.6,-1.0,346.3,312.52,275.21,259.75,248.42,254.2,268.47,317.92,351.32,291.74,280.49,300.35
12,01,20,-7.7,0.5,-4.3,-3.1,312.52,275.21,259.75,248.42,254.2,268.47,317.92,351.32,291.74,280.49,300.35,259.09
12,01,21,-5.8,0.7,-2.2,-5.3,275.21,259.75,248.42,254.2,268.47,317.92,351.32,291.74,280.49,300.35,259.09,241.23
12,01,22,-1.4,-1.0,-1.9,-6.8,259.75,248.42,254.2,268.47,317.92,351.32,291.74,280.49,300.35,259.09,241.23,325.26
12,01,23,-4.1,-0.4,-5.6,-7.1,248.42,254.2,268.47,317.92,351.32,291.74,280.49,300.35,259.09,241.23,325.26,337.97
12,01,24,-4.3,0.8,-8.0,-4.4,254.2,268.47,317.92,351.32,291.74,280.49,300.35,259.09,241.23,325.26,337.97,331.09
12,01,25,-4.9,1.4,-5.0,-2.6,268.47,317.92,351.32,291.74,280.49,300.35,259.09,241.23,325.26,337.97,331.09,299.85
12,01,26,-2.9,4.2,-1.1,-1.8,317.92,351.32,291.74,280.49,300.35,259.09,241.23,325.26,337.97,331.09,299.85,328.35
12,01,27,-1.0,3.5,0.2,-2.0,351.32,291.74,280.49,300.35,259.09,241.23,325.26,337.97,331.09,299.85,328.35,292.09
12,01,28,-3.1,0.3,-2.0,-4.2,291.74,280.49,300.35,259.09,241.23,325.26,337.97,331.09,299.85,328.35,292.09,278.84
12,01,29,-3.7,-2.0,-5.1,-5.9,280.49,300.35,259.09,241.23,325.26,337.97,331.09,299.85,328.35,292.09,278.84,327.1
12,01,30,-4.4,-1.8,-6.5,-6.3,300.35,259.09,241.23,325.26,337.97,331.09,299.85,328.35,292.09,278.84,327.1,370.7
12,01,31,-7.0,-3.3,-10.0,-4.3,259.09,241.23,325.26,337.97,331.09,299.85,328.35,292.09,278.84,327.1,370.7,541.55
12,02,01,-8.8,-3.4,-11.0,-1.8,241.23,325.26,337.97,331.09,299.85,328.35,292.09,278.84,327.1,370.7,541.55,657.7
12,02,02,-8.8,-1.8,-8.0,-5.5,325.26,337.97,331.09,299.85,328.35,292.09,278.84,327.1,370.7,541.55,657.7,644.75
12,02,03,-12.4,-3.0,-9.9,-5.5,337.97,331.09,299.85,328.35,292.09,278.84,327.1,370.7,541.55,657.7,644.75,393.92
12,02,04,-13.0,-2.4,-8.1,-6.7,331.09,299.85,328.35,292.09,278.84,327.1,370.7,541.55,657.7,644.75,393.92,332.5
12,02,05,-6.6,-1.4,-8.5,-12.5,299.85,328.35,292.09,278.84,327.1,370.7,541.55,657.7,644.75,393.92,332.5,576.28
12,02,06,-2.8,1.0,1.5,-15.4,328.35,292.09,278.84,327.1,370.7,541.55,657.7,644.75,393.92,332.5,576.28,543.45
